Código;Nome;  Preço (BRL)  
2296;Moderno Carregador; R$ 123.956,00 
2297;Active SSD; R$ 35.969,00 
2298;Econômico Teclado Mecânico; R$ 174.681,00 
2299;Strong HD; R$ 72.237,00 
2300;Strong Fogão; R$ 161.111,00 
2302;Max Fonte; R$ 182.784,00 
2303;Pro Ferramenta; R$ 77.748,00 
2304;Flex Livro; R$ 54.012,00 
2305;Premium Livro; R$ 12.270,00 
2306;Ultra Ferramenta; R$ 11.205,00 
2307;Mini Faca; R$ 186.323,00 
2309;Portátil Adaptador; R$ 164.559,00 
2311;Avançado Cadeira; R$ 172.487,00 
2312;Strong Tela; R$ 99.854,00 
2313;Moderno Régua; R$ 19.832,00 
2314;Portátil Almofada; R$ 168.108,00 
2315;Avançado Carregador; R$ 182.995,00 
2316;Elegante Livro; R$ 127.381,00 
2317;Mini Almofada; R$ 57.858,00 
2318;Eco Impressora; R$ 23.894,00 
2320;Smart Parafuso; R$ 10.653,00 
2322;Flex Cadeira; R$ 78.207,00 
2323;Flex Hub; R$ 108.212,00 
2324;Avançado Sofá; R$ 103.297,00 
2326;Classic Hub; R$ 193.547,00 
2327;Strong Almofada; R$ 48.549,00 
2328;Flex Cobertor; R$ 142.444,00 
2329;Max Ferramenta Elétrica; R$ 161.887,00 
2333;Compacto Sensor; R$ 55.692,00 
2334;Strong Cooler; R$ 12.864,00 
2336;Smart Impressora; R$ 62.979,00 
2337;Active Sofá; R$ 130.196,00 
2339;Flex Cooler; R$ 141.929,00 
2341;Flex Controle; R$ 170.591,00 
2343;Ultra Hub; R$ 177.572,00 
2344;Mini Tela; R$ 7.707,00 
2345;Smart Processador; R$ 113.263,00 
2346;Portátil Caneta; R$ 169.899,00 
2347;Smart Capa; R$ 49.372,00 
2348;Flex Sensor; R$ 74.906,00 
2349;Turbo Gabinete; R$ 159.461,00 
2350;Eco Caneta; R$ 57.283,00 
2351;Rústico Suporte; R$ 93.761,00 
2352;Turbo Teclado Mecânico; R$ 122.314,00 
2353;Portátil Estojo; R$ 10.662,00 
2354;Rústico Faca; R$ 166.152,00 
2355;Smart Fonte; R$ 63.318,00 
2356;Light Caneta; R$ 111.112,00 
2357;Econômico Livro; R$ 48.895,00 
2358;Classic Capa; R$ 52.929,00 
2359;Active Caixa; R$ 3.444,00 
2360;Max Microfone; R$ 9.797,00 
2361;Strong Impressora; R$ 106.188,00 
2362;Premium Impressora; R$ 5.208,00 
2363;Smart SSD; R$ 169.827,00 
2364;Smart Controle; R$ 85.377,00 
2367;Premium Fogão; R$ 1.374,00 
2368;Econômico Ferramenta; R$ 188.837,00 
2369;Smart Fone; R$ 10.029,00 
2370;Eco Carregador; R$ 184.265,00 
2371;Elegante Batedeira; R$ 159.117,00 
2373;Max Controle; R$ 24.094,00 
2374;Elegante SSD; R$ 124.825,00 
2375;Smart Agenda; R$ 185.557,00 
2376;Classic Caneca; R$ 6.589,00 
2377;Rústico Batedeira; R$ 98.442,00 
2379;Moderno Camera; R$ 42.345,00 
2380;Eco HD; R$ 108.652,00 
2381;Econômico Fonte; R$ 155.072,00 
2382;Elegante Sofá; R$ 108.616,00 
2383;Eco Fonte; R$ 3.640,00 
2384;Econômico Parafuso; R$ 61.837,00 
2385;Compacto Liquidificador; R$ 7.687,00 
2386;Ultra Calculadora; R$ 102.348,00 
2387;Econômico Régua; R$ 100.524,00 
2388;Avançado Filtro; R$ 156.919,00 
2389;Portátil HD; R$ 8.916,00 
2390;Flex Cooler; R$ 69.222,00 
2391;Avançado Liquidificador; R$ 45.127,00 
2392;Avançado Faca; R$ 3.123,00 
2393;Flex Placa-Mãe; R$ 138.846,00 
2394;Classic Caneca; R$ 192.429,00 
2395;Smart Régua; R$ 72.465,00 
2396;Compacto Camera; R$ 6.426,00 
2397;Turbo Caneta; R$ 74.274,00 
2398;Portátil Camiseta; R$ 11.689,00 
2399;Active Sofá; R$ 38.112,00 
2400;Premium Agenda; R$ 31.822,00 
2401;Premium Tela; R$ 93.888,00 
2402;Compacto Sensor; R$ 18.828,00 
2403;Ultra SSD; R$ 87.824,00 
2404;Eco Almofada; R$ 102.273,00 
2405;Max Memória; R$ 13.466,00 
2406;Portátil Capa; R$ 196.068,00 
2407;Light Panela; R$ 69.432,00 
2408;Ultra Relógio; R$ 14.405,00 
2409;Smart Gabinete; R$ 24.856,00 
2410;Classic Ferramenta; R$ 196.685,00 
2411;Strong Tela; R$ 124.661,00 
2412;Max Livro; R$ 138.479,00 
2413;Portátil Capa; R$ 175.509,00 
2414;Elegante Filtro; R$ 127.202,00 
2415;Elegante Régua; R$ 18.015,00 
2416;Turbo Sofá; R$ 539,00 
2417;Turbo Almofada; R$ 149.856,00 
2418;Compacto Mesa; R$ 164.432,00 
2419;Max Caneta; R$ 20.815,00 
2420;Eco Teclado; R$ 4.902,00 
2422;Elegante Colher; R$ 16.505,00 
2423;Classic Panela; R$ 98.776,00 
2424;Smart Fita; R$ 126.573,00 
2425;Max Caneca; R$ 8.822,00 
2426;Portátil Fone; R$ 55.332,00 
2427;Econômico Fogão; R$ 195.493,00 
2428;Mini HD; R$ 14.015,00 
2429;Eco Ferramenta; R$ 8.585,00 
2430;Premium Ferramenta; R$ 120.939,00 
2431;Econômico Liquidificador; R$ 167.652,00 
2432;Econômico Mochila; R$ 43.646,00 
2433;Smart Livro; R$ 154.451,00 
2434;Flex Camiseta; R$ 94.827,00 
2435;Compacto Caneta; R$ 140.181,00 
2436;Smart Hub; R$ 29.507,00 
2437;Pro Relógio; R$ 154.973,00 
2438;Light Joystick; R$ 11.257,00 
2439;Max Livro; R$ 17.871,00 
2440;Portátil PenDrive; R$ 116.991,00 
2441;Ultra Cartucho; R$ 8.989,00 
2442;Econômico Liquidificador; R$ 10.243,00 
2443;Smart Placa-Mãe; R$ 167.553,00 
2445;Rústico Capa; R$ 113.686,00 
2446;Turbo Parafuso; R$ 30.595,00 
2447;Pro Fogão; R$ 74.241,00 
2448;Econômico Panela; R$ 170.228,00 
2449;Elegante Relógio; R$ 120.744,00 
2450;Moderno Almofada; R$ 75.407,00 
2451;Ultra Ferramenta; R$ 10.721,00 
2452;Max Capa; R$ 82.848,00 
2453;Mini Hub; R$ 82.587,00 
2454;Max Filtro; R$ 9.551,00 
2455;Active Caneca; R$ 1.665,00 
2456;Active Teclado; R$ 60.683,00 
2457;Ultra PenDrive; R$ 162.696,00 
2458;Mini Panela; R$ 25.058,00 
2459;Active Caneta; R$ 95.697,00 
2460;Classic Sofá; R$ 122.143,00 
2461;Moderno Placa-Mãe; R$ 59.767,00 
2462;Light Controle; R$ 17.766,00 
2464;Max Cadeira; R$ 107.272,00 
2465;Flex Processador; R$ 162.912,00 
2466;Max Cobertor; R$ 113.714,00 
2467;Light Monitor; R$ 17.877,00 
2468;Max Cooler; R$ 78.179,00 
2469;Premium Calculadora; R$ 57.789,00 
2471;Ultra Cadeira; R$ 59.847,00 
2472;Max Tela; R$ 193.599,00 
2473;Mini Caixa; R$ 70.314,00 
2474;Classic Fonte; R$ 138.821,00 
2475;Elegante Hub; R$ 17.266,00 
2477;Classic HD; R$ 147.977,00 
2478;Smart Faca; R$ 63.366,00 
2479;Turbo Calculadora; R$ 193.825,00 
2480;Ultra Teclado; R$ 195.002,00 
2481;Active Placa; R$ 56.349,00 
2482;Moderno Processador; R$ 190.488,00 
2483;Flex Gabinete; R$ 110.608,00 
2484;Econômico Cooler; R$ 23.909,00 
2485;Max Mesa; R$ 683,00 
2486;Econômico PenDrive; R$ 108.838,00 
2487;Compacto Caneca; R$ 64.263,00 
2488;Econômico SSD; R$ 22.218,00 
2489;Max Cobertor; R$ 59.062,00 
2490;Pro PenDrive; R$ 140.397,00 
2491;Avançado Cobertor; R$ 158.059,00 
2492;Premium Joystick; R$ 185.852,00 
2493;Compacto Suporte; R$ 22.004,00 
2494;Moderno PenDrive; R$ 89.825,00 
2495;Strong Caderno; R$ 110.342,00 
2496;Turbo Caixa; R$ 96.045,00 
2497;Active Microfone; R$ 82.464,00 
2498;Econômico Microfone; R$ 46.039,00 
2499;Pro HD; R$ 195.157,00 
2500;Smart Cadeira; R$ 15.205,00 
2502;Compacto Cabo; R$ 2.063,00 
2503;Active Capa; R$ 31.553,00 
2504;Classic Suporte; R$ 165.025,00 
2505;Moderno Caderno; R$ 48.515,00 
2506;Compacto SSD; R$ 44.792,00 
2507;Portátil Fonte; R$ 10.387,00 
2508;Light Almofada; R$ 126.455,00 
2509;Econômico Joystick; R$ 48.243,00 
2511;Active Cabo; R$ 77.623,00 
2512;Max Cobertor; R$ 153.818,00 
2514;Premium Mesa; R$ 122.311,00 
2515;Max Fogão; R$ 142.884,00 
2516;Smart Capa; R$ 31.135,00 
2517;Ultra Calculadora; R$ 3.723,00 
2518;Compacto Capa; R$ 1.651,00 
2519;Turbo Teclado Mecânico; R$ 155.753,00 
2520;Portátil Batedeira; R$ 49.409,00 
2521;Turbo Caderno; R$ 16.709,00 
2522;Portátil Mesa; R$ 183.422,00 
2523;Turbo Teclado Mecânico; R$ 18.581,00 
2524;Rústico Mochila; R$ 86.033,00 
2525;Max Placa-Mãe; R$ 60.991,00 
2526;Light Tela; R$ 8.501,00 
2528;Elegante Cooler; R$ 3.099,00 
2529;Premium Livro; R$ 9.043,00 
2531;Elegante SSD; R$ 63.238,00 
2532;Compacto Cartucho; R$ 146.871,00 
2533;Strong Cartucho; R$ 121.391,00 
2534;Moderno Estojo; R$ 190.496,00 
2535;Elegante Cooler; R$ 40.906,00 
2536;Portátil SSD; R$ 100.941,00 
2537;Premium Caneta; R$ 71.706,00 
2538;Premium Fita; R$ 194.208,00 
2539;Elegante Carregador; R$ 97.363,00 
2540;Portátil Mouse; R$ 106.218,00 
2542;Econômico PenDrive; R$ 155.038,00 
2543;Eco Bateria; R$ 195.231,00 
2544;Rústico Adaptador; R$ 29.873,00 
2545;Moderno Cartucho; R$ 38.386,00 
2546;Elegante Parafuso; R$ 170.961,00 
2548;Compacto Hub; R$ 6.394,00 
2549;Mini Filtro; R$ 121.936,00 
2550;Mini Batedeira; R$ 198.637,00 
2551;Elegante Teclado; R$ 10.863,00 
2552;Light Mouse; R$ 59.273,00 
2553;Active Mouse; R$ 100.247,00 
2554;Avançado Mouse; R$ 126.365,00 
2555;Compacto Régua; R$ 93.609,00 
2556;Smart Faca; R$ 20.305,00 
2557;Elegante Fogão; R$ 138.632,00 
2558;Avançado Caderno; R$ 79.536,00 
2559;Econômico Fogão; R$ 2.131,00 
2560;Mini Parafuso; R$ 112.906,00 
2561;Pro Joystick; R$ 132.215,00 
2563;Light Bateria; R$ 131.399,00 
2564;Avançado Placa; R$ 180.299,00 
2565;Eco Memória; R$ 167.978,00 
2566;Econômico Microfone; R$ 81.051,00 
2567;Rústico Cartucho; R$ 105.716,00 
2568;Avançado Lâmpada; R$ 197.046,00 
2569;Max Bateria; R$ 35.186,00 
2570;Light Teclado Mecânico; R$ 129.958,00 
2571;Elegante Adaptador; R$ 1.407,00 
2572;Turbo Liquidificador; R$ 85.011,00 
2573;Strong Fogão; R$ 189.512,00 
2574;Moderno Cabo; R$ 77.747,00 
2575;Light Cobertor; R$ 3.247,00 
2577;Elegante Calculadora; R$ 179.794,00 
2578;Eco Mouse; R$ 170.776,00 
2579;Moderno Tela; R$ 101.087,00 
2580;Econômico Cartucho; R$ 18.166,00 
2582;Portátil Caneca; R$ 181.421,00 
2583;Strong Placa; R$ 97.525,00 
2584;Classic Lâmpada; R$ 9.866,00 
2585;Turbo Placa-Mãe; R$ 145.518,00 
2586;Light Mouse; R$ 33.104,00 
2587;Premium Controle; R$ 34.786,00 
2588;Pro Liquidificador; R$ 13.456,00 
2589;Turbo Gabinete; R$ 75.797,00 
2590;Premium Fogão; R$ 100.964,00 
2592;Smart Relógio; R$ 109.413,00 
2594;Mini Fita; R$ 90.192,00 
2595;Mini Mesa; R$ 27.266,00 
2596;Elegante Roteador; R$ 126.443,00 
2597;Premium Fita; R$ 20.622,00 
2598;Light Fonte; R$ 122.423,00 
2599;Premium Placa; R$ 157.342,00 
2600;Max Caixa; R$ 198.683,00 
2601;Rústico Parafuso; R$ 88.851,00 
2602;Flex Agenda; R$ 4.378,00 
2603;Light Faca; R$ 8.737,00 
2604;Eco Ferramenta Elétrica; R$ 12.926,00 
2607;Ultra Mesa; R$ 1.375,00 
2608;Smart Parafuso; R$ 10.944,00 
2609;Strong Memória; R$ 170.119,00 
2611;Compacto Camera; R$ 52.066,00 
2612;Rústico Controle; R$ 181.711,00 
2613;Ultra Ferramenta; R$ 197.222,00 
2614;Econômico Mochila; R$ 11.042,00 
2615;Rústico Sensor; R$ 9.383,00 
2616;Light Fogão; R$ 164.074,00 
2617;Elegante Relógio; R$ 189.126,00 
2618;Moderno Carregador; R$ 179.527,00 
2619;Strong Cadeira; R$ 107.029,00 
2620;Turbo Estojo; R$ 38.883,00 
2621;Avançado Cabo; R$ 83.587,00 
2622;Elegante Hub; R$ 159.284,00 
2623;Moderno Mochila; R$ 108.067,00 
2624;Econômico Mesa; R$ 183.628,00 
2625;Eco Sofá; R$ 91.845,00 
2626;Moderno Cobertor; R$ 147.377,00 
2627;Rústico Memória; R$ 27.532,00 
2628;Smart Cooler; R$ 12.446,00 
2629;Compacto Adaptador; R$ 20.442,00 
2630;Econômico Régua; R$ 14.514,00 
2631;Flex Memória; R$ 199.166,00 
2632;Active Calculadora; R$ 137.704,00 
2633;Pro Teclado; R$ 8.476,00 
2634;Econômico SSD; R$ 84.788,00 
2635;Moderno Sensor; R$ 145.562,00 
2636;Moderno Mochila; R$ 5.988,00 
2638;Mini Cooler; R$ 128.173,00 
2639;Turbo Liquidificador; R$ 176.886,00 
2640;Turbo Controle; R$ 95.568,00 
2641;Max Teclado; R$ 136.908,00 
2643;Rústico Joystick; R$ 5.347,00 
2644;Strong Controle; R$ 9.999,00 
2645;Avançado Ferramenta Elétrica; R$ 111.378,00 
2647;Elegante Monitor; R$ 42.723,00 
2649;Strong Controle; R$ 184.507,00 
2650;Pro Fone; R$ 128.661,00 
2651;Avançado HD; R$ 67.218,00 
2652;Ultra Cartucho; R$ 184.431,00 
2653;Econômico SSD; R$ 48.621,00 
2654;Moderno Cobertor; R$ 2.183,00 
2655;Smart Cadeira; R$ 83.944,00 
2656;Portátil Teclado; R$ 175.432,00 
2657;Econômico Cadeira; R$ 105.413,00 
2658;Smart Ferramenta Elétrica; R$ 9.955,00 
2659;Econômico Adaptador; R$ 57.822,00 
2660;Econômico Cartucho; R$ 179.118,00 
2661;Active Ferramenta Elétrica; R$ 6.706,00 
2662;Strong Livro; R$ 190.958,00 
2663;Mini Ferramenta; R$ 97.578,00 
2664;Turbo Caneca; R$ 190.115,00 
2665;Flex Cooler; R$ 20.137,00 
2666;Light Adaptador; R$ 126.532,00 
2667;Turbo SSD; R$ 88.202,00 
2669;Avançado Caneca; R$ 57.099,00 
2670;Mini Fone; R$ 33.834,00 
2671;Mini Almofada; R$ 194.106,00 
2672;Smart Cooler; R$ 168.225,00 
2673;Light Fonte; R$ 133.896,00 
2677;Max PenDrive; R$ 120.656,00 
2678;Classic Capa; R$ 193.112,00 
2679;Smart Capa; R$ 5.078,00 
2680;Max Teclado; R$ 3.968,00 
2681;Turbo Batedeira; R$ 22.687,00 
2682;Ultra Monitor; R$ 195.217,00 
2683;Flex Ferramenta; R$ 3.223,00 
2684;Active Impressora; R$ 45.593,00 
2685;Elegante PenDrive; R$ 161.536,00 
2687;Rústico HD; R$ 172.871,00 
2689;Turbo Batedeira; R$ 87.222,00 
2690;Mini Mesa; R$ 6.889,00 
2691;Avançado Sensor; R$ 62.127,00 
2692;Eco Almofada; R$ 330,00 
2693;Rústico Gabinete; R$ 18.213,00 
2694;Pro Cadeira; R$ 10.441,00 
2695;Pro Relógio; R$ 143.138,00 
2697;Rústico Caixa; R$ 179.427,00 
2698;Premium Gabinete; R$ 152.912,00 
2699;Pro Cooler; R$ 66.744,00 
2700;Econômico SSD; R$ 90.079,00 
2701;Max Estojo; R$ 81.553,00 
2702;Smart Mouse; R$ 77.546,00 
2703;Moderno Lâmpada; R$ 2.381,00 
2704;Flex Relógio; R$ 123.084,00 
2705;Avançado Placa-Mãe; R$ 97.412,00 
2706;Moderno Cabo; R$ 132.609,00 
2707;Moderno Sensor; R$ 168.578,00 
2708;Active Panela; R$ 68.917,00 
2709;Econômico Cobertor; R$ 2.548,00 
2710;Ultra Monitor; R$ 180.639,00 
2711;Light Caderno; R$ 132.965,00 
2712;Classic Colher; R$ 60.489,00 
2713;Light Agenda; R$ 52.981,00 
2714;Premium Cadeira; R$ 112.662,00 
2715;Compacto Camiseta; R$ 84.671,00 
2716;Rústico Mochila; R$ 91.156,00 
2717;Econômico Liquidificador; R$ 122.221,00 
2718;Strong Almofada; R$ 114.724,00 
2719;Avançado Caderno; R$ 11.439,00 
2720;Classic Memória; R$ 92.913,00 
2721;Active SSD; R$ 27.486,00 
2722;Turbo Sensor; R$ 143.863,00 
2724;Ultra Joystick; R$ 54.626,00 
2725;Eco Mouse; R$ 86.974,00 
2726;Active Bateria; R$ 5.182,00 
2727;Rústico Almofada; R$ 63.229,00 
2728;Mini Camiseta; R$ 154.816,00 
2729;Compacto PenDrive; R$ 2.129,00 
2730;Pro Controle; R$ 103.594,00 
2731;Rústico Capa; R$ 87.939,00 
2732;Portátil Livro; R$ 184.868,00 
2733;Strong Almofada; R$ 4.706,00 
2734;Smart Hub; R$ 81.727,00 
2735;Smart HD; R$ 10.774,00 
2736;Premium HD; R$ 44.117,00 
2737;Classic Almofada; R$ 47.701,00 
2738;Ultra Batedeira; R$ 27.424,00 
2739;Strong HD; R$ 40.976,00 
2740;Ultra Placa; R$ 10.751,00 
2741;Strong Livro; R$ 150.249,00 
2742;Rústico Processador; R$ 105.185,00 
2743;Compacto Cooler; R$ 27.996,00 
2744;Flex Cooler; R$ 71.951,00 
2745;Flex Carregador; R$ 176.293,00 
2746;Smart Suporte; R$ 84.929,00 
2747;Econômico Fonte; R$ 100.448,00 
2748;Compacto Livro; R$ 84.543,00 
2750;Strong Mouse; R$ 17.874,00 
2751;Pro Lâmpada; R$ 196.599,00 
2752;Rústico Tela; R$ 12.549,00 
2753;Active Almofada; R$ 7.240,00 
2754;Avançado Régua; R$ 74.898,00 
2755;Ultra Sofá; R$ 54.102,00 
2756;Avançado Parafuso; R$ 11.115,00 
2757;Max Cartucho; R$ 112.132,00 
2758;Active Camiseta; R$ 62.775,00 
2759;Premium Lâmpada; R$ 98.377,00 
2760;Compacto Teclado; R$ 185.247,00 
2761;Ultra Fita; R$ 141.353,00 
2762;Compacto Caneta; R$ 16.657,00 
2764;Avançado Livro; R$ 82.378,00 
2765;Avançado Cobertor; R$ 96.467,00 
2766;Active Almofada; R$ 125.565,00 
2767;Eco SSD; R$ 1.311,00 
2768;Portátil Caderno; R$ 80.058,00 
2769;Rústico Cartucho; R$ 10.931,00 
2770;Eco HD; R$ 15.891,00 
2771;Smart Fogão; R$ 164.473,00 
2772;Turbo Camiseta; R$ 82.811,00 
2774;Mini Roteador; R$ 78.377,00 
2775;Compacto Mouse; R$ 165.676,00 
2776;Max Camera; R$ 117.301,00 
2777;Compacto Microfone; R$ 87.071,00 
2779;Compacto Sensor; R$ 156.745,00 
2780;Avançado Teclado Mecânico; R$ 113.529,00 
2781;Strong Tela; R$ 17.150,00 
2782;Avançado Hub; R$ 1.768,00 
2783;Premium Cadeira; R$ 119.659,00 
2784;Compacto Batedeira; R$ 86.223,00 
2785;Max Gabinete; R$ 71.445,00 
2786;Portátil Tela; R$ 133.368,00 
2787;Avançado Relógio; R$ 174.664,00 
2788;Active Cartucho; R$ 62.126,00 
2789;Premium Hub; R$ 188.581,00 
2790;Smart Relógio; R$ 18.713,00 
2791;Econômico Adaptador; R$ 50.099,00 
2792;Moderno Camiseta; R$ 11.408,00 
2793;Premium Ferramenta; R$ 95.176,00 
2794;Ultra Sofá; R$ 104.025,00 
2795;Econômico Almofada; R$ 54.119,00 
2796;Rústico Fita; R$ 80.327,00 
2798;Light Fita; R$ 173.901,00 
2800;Compacto Teclado; R$ 172.507,00 
2801;Mini Monitor; R$ 130.337,00 
2802;Ultra Almofada; R$ 31.676,00 
2804;Rústico Microfone; R$ 18.231,00 
2806;Pro Faca; R$ 164.357,00 
2808;Portátil Cartucho; R$ 13.321,00 
2809;Turbo Parafuso; R$ 110.209,00 
2810;Ultra Sofá; R$ 101.536,00 
2812;Ultra Teclado; R$ 13.746,00 
2813;Max Memória; R$ 164.993,00 
2815;Ultra Capa; R$ 154.858,00 
2816;Active Capa; R$ 4.006,00 
2817;Light Relógio; R$ 22.247,00 
2818;Premium Parafuso; R$ 198.374,00 
2819;Max Cooler; R$ 75.016,00 
2821;Max Caneca; R$ 80.272,00 
2822;Eco Roteador; R$ 177.382,00 
2823;Compacto Placa-Mãe; R$ 9.647,00 
2824;Rústico Hub; R$ 89.763,00 
2825;Compacto Fone; R$ 125.625,00 
2826;Rústico Teclado; R$ 135.911,00 
2827;Max Gabinete; R$ 81.101,00 
2828;Elegante Faca; R$ 181.581,00 
2829;Flex Mesa; R$ 172.973,00 
2830;Max Carregador; R$ 162.845,00 
2831;Strong Mouse; R$ 19.095,00 
2832;Moderno Joystick; R$ 133.954,00 
2834;Compacto Filtro; R$ 128.046,00 
2835;Econômico Cabo; R$ 71.841,00 
2836;Premium Placa; R$ 190.118,00 
2838;Portátil Roteador; R$ 3.564,00 
2839;Elegante Sofá; R$ 195.759,00 
2840;Avançado Gabinete; R$ 198.792,00 
2841;Portátil Fonte; R$ 181.676,00 
2842;Rústico Mouse; R$ 51.818,00 
2843;Rústico Calculadora; R$ 62.367,00 
2844;Smart Teclado; R$ 115.273,00 
2845;Econômico Microfone; R$ 61.668,00 
2847;Light Caneca; R$ 68.017,00 
2848;Flex Parafuso; R$ 183.563,00 
2849;Smart Agenda; R$ 134.903,00 
2851;Active Cobertor; R$ 12.644,00 
2852;Light Ferramenta Elétrica; R$ 64.316,00 
2853;Ultra Adaptador; R$ 38.896,00 
2854;Ultra Sensor; R$ 100.067,00 
2855;Compacto Fita; R$ 98.323,00 
2857;Max Caneca; R$ 16.367,00 
2858;Avançado Teclado; R$ 199.195,00 
2859;Econômico Régua; R$ 3.467,00 
2860;Flex Almofada; R$ 101.914,00 
2861;Flex Fone; R$ 140.373,00 
2863;Turbo Faca; R$ 38.853,00 
2864;Max Impressora; R$ 167.777,00 
2865;Turbo PenDrive; R$ 180.691,00 
2867;Smart Parafuso; R$ 144.374,00 
2868;Mini Almofada; R$ 6.900,00 
2869;Mini Cobertor; R$ 120.101,00 
2870;Econômico Relógio; R$ 180.101,00 
2871;Light Monitor; R$ 98.961,00 
2873;Compacto Relógio; R$ 186.432,00 
2874;Avançado Ferramenta; R$ 37.865,00 
2875;Elegante Livro; R$ 52.435,00 
2876;Econômico Mouse; R$ 14.416,00 
2877;Ultra Capa; R$ 69.181,00 
2878;Premium Gabinete; R$ 64.968,00 
2879;Compacto Microfone; R$ 19.247,00 
2880;Smart Roteador; R$ 192.902,00 
2881;Compacto Almofada; R$ 147.681,00 
2882;Moderno Cadeira; R$ 168.184,00 
2883;Active Mochila; R$ 33.355,00 
2884;Flex Microfone; R$ 46.068,00 
2885;Max Fonte; R$ 161.261,00 
2886;Max Cartucho; R$ 20.244,00 
2888;Active Fogão; R$ 55.119,00 
2889;Elegante Batedeira; R$ 46.583,00 
2891;Classic Fonte; R$ 49.596,00 
2892;Active Monitor; R$ 193.256,00 
2893;Turbo Colher; R$ 27.213,00 
2895;Mini Fogão; R$ 91.867,00 
2896;Max Suporte; R$ 5.621,00 
2897;Max Régua; R$ 128.851,00 
2898;Premium Agenda; R$ 57.809,00 
2899;Econômico Hub; R$ 45.966,00 
2900;Eco Batedeira; R$ 143.653,00 
2901;Active Ferramenta Elétrica; R$ 29.523,00 
2902;Classic Lâmpada; R$ 140.593,00 
2903;Rústico Mesa; R$ 69.337,00 
2904;Mini Fogão; R$ 91.581,00 
2906;Avançado Panela; R$ 183.826,00 
2907;Eco Controle; R$ 100.027,00 
2908;Flex Cooler; R$ 128.888,00 
2909;Avançado Fita; R$ 56.832,00 
2910;Mini Ferramenta; R$ 141.619,00 
2911;Smart Faca; R$ 59.339,00 
2912;Elegante Batedeira; R$ 171.424,00 
2913;Pro Microfone; R$ 94.753,00 
2914;Light Joystick; R$ 91.156,00 
2915;Pro Calculadora; R$ 52.734,00 
2916;Mini Sofá; R$ 127.473,00 
2917;Strong Cobertor; R$ 78.972,00 
2918;Moderno Caderno; R$ 55.152,00 
2919;Light Lâmpada; R$ 12.426,00 
2920;Portátil Cartucho; R$ 30.493,00 
2921;Max Livro; R$ 173.636,00 
2922;Eco HD; R$ 147.879,00 
2923;Turbo Cartucho; R$ 102.231,00 
2924;Rústico Bateria; R$ 132.468,00 
2926;Compacto Camera; R$ 112.802,00 
2927;Compacto Calculadora; R$ 2.529,00 
2928;Max Microfone; R$ 90.411,00 
2929;Active Processador; R$ 179.628,00 
2930;Avançado Estojo; R$ 131.991,00 
2931;Turbo Régua; R$ 15.358,00 
2932;Eco Lâmpada; R$ 6.922,00 
2934;Econômico Mochila; R$ 112.027,00 
2935;Premium Suporte; R$ 58.667,00 
2936;Moderno Bateria; R$ 35.161,00 
2937;Avançado Controle; R$ 101.818,00 
2938;Max Cobertor; R$ 115.998,00 
2939;Portátil Fita; R$ 49.902,00 
2940;Eco SSD; R$ 76.164,00 
2941;Avançado Agenda; R$ 52.305,00 
2942;Avançado Lâmpada; R$ 2.466,00 
2943;Pro Cadeira; R$ 100.801,00 
2944;Premium Caneca; R$ 85.022,00 
2945;Active Bateria; R$ 101.431,00 
2947;Moderno Faca; R$ 94.231,00 
2948;Ultra Caneca; R$ 155.075,00 
2949;Smart Caneca; R$ 193.518,00 
2950;Mini Cobertor; R$ 173.392,00 
2951;Active Placa; R$ 36.397,00 
2952;Eco Relógio; R$ 103.385,00 
2953;Premium Monitor; R$ 14.752,00 
2954;Smart Cartucho; R$ 68.806,00 
2955;Portátil Suporte; R$ 73.063,00 
2956;Turbo Fone; R$ 112.968,00 
2957;Max Parafuso; R$ 113.791,00 
2958;Max Camera; R$ 72.651,00 
2959;Pro Controle; R$ 169.799,00 
2960;Avançado Fogão; R$ 105.993,00 
2961;Strong Caneca; R$ 52.578,00 
2962;Rústico Panela; R$ 53.267,00 
2964;Moderno PenDrive; R$ 178.501,00 
2965;Pro Parafuso; R$ 7.038,00 
2966;Econômico Cadeira; R$ 23.837,00 
2967;Premium Capa; R$ 29.904,00 
2968;Classic Lâmpada; R$ 154.231,00 
2969;Econômico Fone; R$ 57.721,00 
2970;Econômico Cartucho; R$ 183.865,00 
2971;Compacto Sofá; R$ 55.409,00 
2973;Econômico Cabo; R$ 93.745,00 
2974;Portátil Mochila; R$ 5.852,00 
2975;Compacto Camiseta; R$ 154.548,00 
2976;Compacto Caderno; R$ 83.173,00 
2977;Active Fita; R$ 130.636,00 
2978;Mini Bateria; R$ 14.688,00 
2979;Ultra Sofá; R$ 146.882,00 
2980;Ultra Colher; R$ 118.388,00 
2981;Eco Tela; R$ 122.264,00 
2983;Pro Cabo; R$ 64.874,00 
2984;Max Fone; R$ 90.235,00 
2985;Econômico Filtro; R$ 150.028,00 
2986;Strong Adaptador; R$ 131.336,00 
2987;Pro Impressora; R$ 54.261,00 
